size of file is 1000 * 3
Iteration #1, total mistakes 5, accuracy: 0.56
Iteration #2, total mistakes 18, accuracy: 0.844
Iteration #3, total mistakes 12, accuracy: 1.0
Iteration #4, total mistakes 0, accuracy: 1.0
gaussian result:
0:  -1.0 -1.0 -1.1078243288980514
99:  -1.0 -1.0 -0.26189469655689973
100:  -1.0 -1.0 -0.5362440629799579
101:  -1.0 -1.0 -0.0830100408156485
102:  -1.0 -1.0 -0.6694259219035736
103:  -1.0 -1.0 -0.6545066931700904
104:  -1.0 -1.0 -0.22478874796216117
105:  -1.0 -1.0 -0.41941446338138866
106:  -1.0 -1.0 -0.7508717117940895
107:  -1.0 -1.0 -0.23264588091777103
108:  -1.0 -1.0 -0.34807000255432213
109:  -1.0 -1.0 -0.19899540680981817
110:  -1.0 -1.0 -0.1626980277329686
111:  -1.0 -1.0 -0.6144904553527168
112:  -1.0 -1.0 -0.07651685958258482
113:  -1.0 -1.0 -0.8861975288898891
114:  -1.0 -1.0 -0.6975318273110457
115:  -1.0 -1.0 -0.7446838312532439
116:  -1.0 -1.0 -0.10351692458037608
117:  -1.0 -1.0 -0.32021858548514254
118:  -1.0 -1.0 -1.1204180949896865
119:  -1.0 -1.0 -0.147480999918973
120:  -1.0 -1.0 -0.13133065173475783
121:  -1.0 -1.0 -0.976012226704145
122:  -1.0 -1.0 -0.9292184901798434
123:  -1.0 -1.0 -0.7459944807152823
124:  -1.0 -1.0 -0.7236996053178745
125:  -1.0 -1.0 -0.5393721476773368
126:  -1.0 -1.0 -0.6409515472749002
127:  -1.0 -1.0 -0.8311162944346674
128:  -1.0 -1.0 -0.20085025528339737
129:  -1.0 -1.0 -0.5111746737560657
130:  -1.0 -1.0 -0.4223910925522322
131:  -1.0 -1.0 -0.7842745680948809
132:  -1.0 -1.0 -0.18610735509722356
133:  -1.0 -1.0 -0.7112399751037148
134:  -1.0 -1.0 -0.8586145199581552
135:  -1.0 -1.0 -0.8248982445773694
136:  -1.0 -1.0 -0.33460518499875896
137:  -1.0 -1.0 -0.7535502790473468
138:  -1.0 -1.0 -0.6701511284634963
139:  -1.0 -1.0 -0.7299543771450303
140:  -1.0 -1.0 -0.8329271181526063
141:  -1.0 -1.0 -0.17446923555401403
142:  -1.0 -1.0 -0.8197771579803268
143:  -1.0 -1.0 -0.4533680739323478
144:  -1.0 -1.0 -0.6487434792027542
145:  -1.0 -1.0 -0.7849654232060599
146:  -1.0 -1.0 -0.17797883747861268
147:  -1.0 -1.0 -0.3939263240620903
148:  -1.0 -1.0 -0.883673146597557
149:  -1.0 -1.0 -0.847121445943903
150:  -1.0 -1.0 -0.15625271246625866
151:  -1.0 -1.0 -0.08910776905607412
152:  -1.0 -1.0 -0.5672174731707481
153:  -1.0 -1.0 -0.731056409661544
154:  -1.0 -1.0 -0.9661846801390005
155:  -1.0 -1.0 -0.6624228007648638
156:  -1.0 -1.0 -0.3503478335070879
157:  -1.0 -1.0 -0.07298241410304795
158:  -1.0 -1.0 -0.35726527509811296
159:  -1.0 -1.0 -0.15004133732107336
160:  -1.0 -1.0 -0.9763173638670218
161:  -1.0 -1.0 -0.16951609123837613
162:  -1.0 -1.0 -0.20753954869512248
163:  -1.0 -1.0 -0.3719632477905079
164:  -1.0 -1.0 -0.47559956162476175
165:  -1.0 -1.0 -0.16321583372201173
166:  -1.0 -1.0 -0.32105944392483077
167:  -1.0 -1.0 -0.20094153874787324
168:  -1.0 -1.0 -0.38415650830031683
169:  -1.0 -1.0 -0.03684953578832118
170:  -1.0 -1.0 -0.9810118063462472
171:  -1.0 -1.0 -0.8204858160144024
172:  -1.0 -1.0 -0.5289307117009553
173:  -1.0 -1.0 -0.9306107809422879
174:  -1.0 -1.0 -0.6377931666902779
175:  -1.0 -1.0 -0.7038205977636908
176:  -1.0 -1.0 -0.6981116146785524
177:  -1.0 -1.0 -0.4761695814947515
178:  -1.0 -1.0 -0.3990904902480466
179:  -1.0 -1.0 -0.836350385350644
180:  -1.0 -1.0 -0.872513516872882
181:  -1.0 -1.0 -0.8508400932507171
182:  -1.0 -1.0 -0.33831149103556396
183:  -1.0 -1.0 -0.7934029848225104
184:  -1.0 -1.0 -0.04720736407650469
185:  -1.0 -1.0 -0.15320064278835888
186:  -1.0 -1.0 -0.774091130813507
187:  -1.0 -1.0 -0.978195705189224
188:  -1.0 -1.0 -0.09146166200473718
189:  -1.0 -1.0 -0.669934618843442
190:  -1.0 -1.0 -0.6885117907490179
191:  -1.0 -1.0 -0.8146767417878321
192:  -1.0 -1.0 -0.09775857569796736
193:  -1.0 -1.0 -0.17772092508873555
194:  -1.0 -1.0 -0.3203527783947931
195:  -1.0 -1.0 -0.363025790569492
196:  -1.0 -1.0 -0.808423326176675
197:  -1.0 -1.0 -0.3813129497427038
198:  -1.0 -1.0 -0.7588515128389306
199:  -1.0 -1.0 -0.7337559961164547
200:  -1.0 -1.0 -0.5136371878651044
201:  -1.0 -1.0 -0.3882456938209734
202:  -1.0 -1.0 -0.07681794591337118
203:  -1.0 -1.0 -0.9506488856038147
204:  -1.0 -1.0 -0.2957163753255016
205:  -1.0 -1.0 -0.19751038412826136
206:  -1.0 -1.0 -0.8560430063532836
207:  -1.0 -1.0 -0.3728987355467563
208:  -1.0 -1.0 -0.6512058612171148
209:  -1.0 -1.0 -0.3857022390897223
210:  -1.0 -1.0 -0.643660693456573
211:  -1.0 -1.0 -0.046817599967912904
212:  -1.0 -1.0 -0.07857126998948635
213:  -1.0 -1.0 -1.1421513146411262
214:  -1.0 -1.0 -0.15049501970291929
215:  -1.0 -1.0 -0.9039062191879356
216:  -1.0 -1.0 -1.0312840406557282
217:  -1.0 -1.0 -0.09907231953074473
218:  -1.0 -1.0 -0.823600849595761
219:  -1.0 -1.0 -0.420245082135143
220:  -1.0 -1.0 -1.1143647640006404
221:  -1.0 -1.0 -0.12106489573241173
222:  -1.0 -1.0 -0.30954417878285984
223:  -1.0 -1.0 -0.4779701887458444
224:  -1.0 -1.0 -0.5395698184590025
225:  -1.0 -1.0 -0.8704928807691626
226:  -1.0 -1.0 -0.9662898228544695
227:  -1.0 -1.0 -0.16365107696135892
228:  -1.0 -1.0 -0.1861778328725327
229:  -1.0 -1.0 -0.5260730046297778
230:  -1.0 -1.0 -0.8243175219802662
231:  -1.0 -1.0 -0.46119341785973317
232:  -1.0 -1.0 -0.4295760559627773
233:  -1.0 -1.0 -0.6532228734012865
234:  -1.0 -1.0 -0.7234219762270349
235:  -1.0 -1.0 -1.0182893504193111
236:  -1.0 -1.0 -0.6527016252326495
237:  -1.0 -1.0 -0.6890727376657388
238:  -1.0 -1.0 -0.828759539056843
239:  -1.0 -1.0 -0.5205095679082828
240:  -1.0 -1.0 -0.9675487298719921
241:  -1.0 -1.0 -0.8743073860063394
242:  -1.0 -1.0 -0.891956339170671
243:  -1.0 -1.0 -0.31263008002018694
244:  -1.0 -1.0 -0.29004345040231977
245:  -1.0 -1.0 -0.13030951482746791
246:  -1.0 -1.0 -0.18049818186087443
247:  -1.0 -1.0 -0.33580907674750243
248:  -1.0 -1.0 -0.9073213075668071
249:  -1.0 -1.0 -0.3037224486982366
250:  -1.0 -1.0 -0.711232892511516
251:  -1.0 -1.0 -0.38981779239432135
252:  -1.0 -1.0 -0.36627112978779225
253:  -1.0 -1.0 -0.12606899603163288
254:  -1.0 -1.0 -0.7759391399599875
255:  -1.0 -1.0 -0.42062170849671326
256:  -1.0 -1.0 -0.9615941174245203
257:  -1.0 -1.0 -0.17116774702345927
258:  -1.0 -1.0 -0.6006630974055086
259:  -1.0 -1.0 -0.8199482263266316
260:  -1.0 -1.0 -0.6326343050236245
261:  -1.0 -1.0 -0.3066722946830136
262:  -1.0 -1.0 -0.344094788974168
263:  -1.0 -1.0 -0.32137200206485295
264:  -1.0 -1.0 -0.9108865207680994
265:  -1.0 -1.0 -0.8219237586746282
266:  -1.0 -1.0 -0.7429765893029856
267:  -1.0 -1.0 -0.8455139273092641
268:  -1.0 -1.0 -0.11164913213778487
269:  -1.0 -1.0 -0.23987266388527723
270:  -1.0 -1.0 -0.165040778405716
271:  -1.0 -1.0 -1.1043138763090479
272:  -1.0 -1.0 -0.7459881144251288
273:  -1.0 -1.0 -0.551770492131324
274:  -1.0 -1.0 -0.48004399934343267
275:  -1.0 -1.0 -1.0836910114206129
276:  -1.0 -1.0 -0.9760168665744213
277:  -1.0 -1.0 -0.1539827795638497
278:  -1.0 -1.0 -0.9053943838891484
279:  -1.0 -1.0 -0.9277932070200607
280:  -1.0 -1.0 -0.49051988385242806
281:  -1.0 -1.0 -0.13311327485090005
282:  -1.0 -1.0 -1.1184672933237616
283:  -1.0 -1.0 -0.5544821362066679
284:  -1.0 -1.0 -0.8991833921826434
285:  -1.0 -1.0 -0.44198763653179124
286:  -1.0 -1.0 -0.22075762312814642
287:  -1.0 -1.0 -0.09763588954629818
288:  -1.0 -1.0 -0.1961428287554043
289:  -1.0 -1.0 -0.7280309612581962
290:  -1.0 -1.0 -0.7745951213437218
291:  -1.0 -1.0 -0.6273200664993133
292:  -1.0 -1.0 -0.3935416821513306
293:  -1.0 -1.0 -0.39882740540349704
294:  -1.0 -1.0 -0.3308527726330912
295:  -1.0 -1.0 -1.0967326898611718
296:  -1.0 -1.0 -0.9653449237373958
297:  -1.0 -1.0 -0.4130692767125907
298:  -1.0 -1.0 -0.8354133903712206
299:  -1.0 -1.0 -0.6862356724705116
300:  -1.0 -1.0 -0.06773509544876842
301:  -1.0 -1.0 -0.7477984965574607
302:  -1.0 -1.0 -0.9183128895084839
303:  -1.0 -1.0 -0.6556218900808628
304:  -1.0 -1.0 -0.7359275281959249
305:  -1.0 -1.0 -0.590457384725579
306:  -1.0 -1.0 -0.18720376596203708
307:  -1.0 -1.0 -0.4498954763481316
308:  -1.0 -1.0 -1.0467498650831482
309:  -1.0 -1.0 -0.7277531017193027
310:  -1.0 -1.0 -0.348468756679103
311:  -1.0 -1.0 -0.5905445841318303
312:  -1.0 -1.0 -0.931681402027673
313:  -1.0 -1.0 -0.03573581031881112
314:  -1.0 -1.0 -0.7846301034939064
315:  -1.0 -1.0 -0.12429912278768093
316:  -1.0 -1.0 -0.5208224163295936
317:  -1.0 -1.0 -0.9010395577520486
318:  -1.0 -1.0 -0.5934001639200129
319:  -1.0 -1.0 -0.9968002459719365
320:  -1.0 -1.0 -0.957146269441713
321:  -1.0 -1.0 -0.7322905559381997
322:  -1.0 -1.0 -0.3969987992024093
323:  -1.0 -1.0 -0.9342344728658194
324:  -1.0 -1.0 -0.7635359481518607
325:  -1.0 -1.0 -0.8209465458560419
326:  -1.0 -1.0 -0.3161054715731394
327:  -1.0 -1.0 -0.6601685007742931
328:  -1.0 -1.0 -0.9406678666013675
329:  -1.0 -1.0 -0.8772143289857668
330:  -1.0 -1.0 -0.09447862128344671
331:  -1.0 -1.0 -0.9118240768130238
332:  -1.0 -1.0 -0.07661675175556465
333:  -1.0 -1.0 -0.8220503397593254
334:  -1.0 -1.0 -0.9233541015953272
335:  -1.0 -1.0 -1.0635226591505782
336:  -1.0 -1.0 -0.6904127739016478
337:  -1.0 -1.0 -0.5766352052908771
338:  -1.0 -1.0 -0.6314118180546554
339:  -1.0 -1.0 -0.45132002647954195
340:  -1.0 -1.0 -0.5607460748076833
341:  -1.0 -1.0 -0.15764238263196673
342:  -1.0 -1.0 -0.7132185768179338
343:  -1.0 -1.0 -0.8251251013554497
344:  -1.0 -1.0 -0.029718918642354045
345:  -1.0 -1.0 -0.47266478543220325
346:  -1.0 -1.0 -0.8685427890351602
347:  -1.0 -1.0 -0.8196807209517877
348:  -1.0 -1.0 -0.3830720204031703
349:  -1.0 -1.0 -0.9211502273650282
350:  -1.0 -1.0 -0.7260541012267652
351:  -1.0 -1.0 -0.3111473478204121
352:  -1.0 -1.0 -0.20026109389523314
353:  -1.0 -1.0 -0.5345399947695705
354:  -1.0 -1.0 -0.15517996661392017
355:  -1.0 -1.0 -0.6288571564261647
356:  -1.0 -1.0 -0.707174669705463
357:  -1.0 -1.0 -0.6338125071001144
358:  -1.0 -1.0 -0.5496434078888368
359:  -1.0 -1.0 -0.8549158921773351
360:  -1.0 -1.0 -0.8063098823989884
361:  -1.0 -1.0 -0.048025897295267274
362:  -1.0 -1.0 -0.9361329411846405
363:  -1.0 -1.0 -0.6519193232030863
364:  -1.0 -1.0 -0.5985217120577738
365:  -1.0 -1.0 -0.6547843408836881
366:  -1.0 -1.0 -0.48702526080802017
367:  -1.0 -1.0 -0.3455791387283703
368:  -1.0 -1.0 -0.8268828511414023
369:  -1.0 -1.0 -0.18514267685751987
370:  -1.0 -1.0 -0.11367990065964373
371:  -1.0 -1.0 -0.8628516267827984
372:  -1.0 -1.0 -0.2628924519177716
373:  -1.0 -1.0 -0.82394791510449
374:  -1.0 -1.0 -0.8317413966210602
375:  -1.0 -1.0 -0.11493799200365268
376:  -1.0 -1.0 -0.048065819122575924
377:  -1.0 -1.0 -0.3253257820405727
378:  -1.0 -1.0 -0.5618416732574447
379:  -1.0 -1.0 -0.8520163859301022
380:  -1.0 -1.0 -0.40804014868228644
381:  -1.0 -1.0 -0.8926310760442954
382:  -1.0 -1.0 -1.1358685427584723
383:  -1.0 -1.0 -0.4842764597649347
384:  -1.0 -1.0 -0.2350715476242426
385:  -1.0 -1.0 -0.5455128127053703
386:  -1.0 -1.0 -0.38629562887742275
387:  -1.0 -1.0 -0.9677403080187166
388:  -1.0 -1.0 -1.0277852489111936
389:  -1.0 -1.0 -0.25303082710164393
390:  -1.0 -1.0 -0.7448855942922032
391:  -1.0 -1.0 -0.9074463330891909
392:  -1.0 -1.0 -0.5589218327291869
393:  -1.0 -1.0 -0.10576826219086813
394:  -1.0 -1.0 -1.0333329503254818
395:  -1.0 -1.0 -0.41999074473186054
396:  -1.0 -1.0 -0.8431389285823667
397:  -1.0 -1.0 -0.5117784974665223
398:  -1.0 -1.0 -0.48034927182607634
399:  -1.0 -1.0 -0.18555448659866272
400:  -1.0 -1.0 -0.9348287779172656
401:  -1.0 -1.0 -0.6089777623137664
402:  -1.0 -1.0 -0.9249289877053763
403:  -1.0 -1.0 -0.8172600169364274
404:  -1.0 -1.0 -0.7087701622176826
405:  -1.0 -1.0 -0.36949984670477387
406:  -1.0 -1.0 -0.9637109944697558
407:  -1.0 -1.0 -0.8320334855385662
408:  -1.0 -1.0 -1.0070777992504563
409:  -1.0 -1.0 -0.2640796956874957
410:  -1.0 -1.0 -0.6807116998471593
411:  -1.0 -1.0 -0.7887129658461361
412:  -1.0 -1.0 -0.5362100153256774
413:  -1.0 -1.0 -0.47362960880204286
414:  -1.0 -1.0 -0.8824936342042649
415:  -1.0 -1.0 -0.5962419709446382
416:  -1.0 -1.0 -0.39144704797479357
417:  -1.0 -1.0 -0.772029460672836
418:  -1.0 -1.0 -1.013515905450858
419:  -1.0 -1.0 -0.09839564678308006
420:  -1.0 -1.0 -0.762157659429232
421:  -1.0 -1.0 -0.23822290941028232
422:  -1.0 -1.0 -0.6416618050271565
423:  -1.0 -1.0 -0.5844086067725641
424:  -1.0 -1.0 -0.9251630416327242
425:  -1.0 -1.0 -0.6287692006866379
426:  -1.0 -1.0 -0.5257839092558945
427:  -1.0 -1.0 -0.24029742928130424
428:  -1.0 -1.0 -0.5592023156075244
429:  -1.0 -1.0 -0.7717319299745768
430:  -1.0 -1.0 -0.8173718745261224
431:  -1.0 -1.0 -0.9247761790979835
432:  -1.0 -1.0 -0.631247963337754
433:  -1.0 -1.0 -0.5539792115908084
434:  -1.0 -1.0 -0.23147710084415318
435:  -1.0 -1.0 -0.13056635374026945
436:  -1.0 -1.0 -0.22659582609522103
437:  -1.0 -1.0 -1.049635350596129
438:  -1.0 -1.0 -0.18604349124087446
439:  -1.0 -1.0 -0.8520945552250018
440:  -1.0 -1.0 -0.08790481640209837
441:  -1.0 -1.0 -0.8326224714285315
442:  -1.0 -1.0 -0.7718545742859566
443:  -1.0 -1.0 -0.7963957312332917
444:  -1.0 -1.0 -0.49549563873871705
445:  -1.0 -1.0 -0.25137465858877256
446:  -1.0 -1.0 -0.9612206835210382
447:  -1.0 -1.0 -0.8557987312460362
448:  -1.0 -1.0 -0.5716990146432022
449:  -1.0 -1.0 -0.06190684092316697
450:  -1.0 -1.0 -0.17715923152968244
451:  -1.0 -1.0 -0.949413751253644
452:  -1.0 -1.0 -0.6020259291787017
453:  -1.0 -1.0 -1.0129529255912124
454:  -1.0 -1.0 -0.6245318607760223
455:  -1.0 -1.0 -0.9938066767286626
456:  -1.0 -1.0 -0.4573978002644844
457:  -1.0 -1.0 -0.8456027920306366
458:  -1.0 -1.0 -0.7250220994453482
459:  -1.0 -1.0 -0.4768278847752043
460:  -1.0 -1.0 -0.6097231238056208
461:  -1.0 -1.0 -0.8353380690133007
462:  -1.0 -1.0 -0.9449770091058963
463:  -1.0 -1.0 -0.494903379379338
464:  -1.0 -1.0 -0.1680419671598014
465:  -1.0 -1.0 -0.7387627717830075
466:  -1.0 -1.0 -1.1206266034950523
467:  -1.0 -1.0 -0.7267901197130678
468:  -1.0 -1.0 -0.6065110678193139
469:  -1.0 -1.0 -0.4991636689361694
470:  -1.0 -1.0 -0.22392972182212387
471:  -1.0 -1.0 -0.7108863470701948
472:  -1.0 -1.0 -0.8992217918141701
473:  -1.0 -1.0 -0.2872028981781614
474:  -1.0 -1.0 -0.6114772417837531
475:  -1.0 -1.0 -0.4788580601630708
476:  -1.0 -1.0 -0.7886534007004686
477:  -1.0 -1.0 -0.15740894844977993
478:  -1.0 -1.0 -0.08260836766318638
479:  -1.0 -1.0 -0.8172417768686168
480:  -1.0 -1.0 -0.7245844545686756
481:  -1.0 -1.0 -1.1460564968428466
482:  -1.0 -1.0 -0.4767180390245272
483:  -1.0 -1.0 -0.589068702228655
484:  -1.0 -1.0 -0.15565765751176253
485:  -1.0 -1.0 -0.5542656012194054
486:  -1.0 -1.0 -0.8058430739969745
487:  -1.0 -1.0 -1.065333548171709
488:  -1.0 -1.0 -0.9183981518267789
489:  -1.0 -1.0 -0.9701834988934455
490:  -1.0 -1.0 -0.48456694038115694
491:  -1.0 -1.0 -0.8686995271402901
492:  -1.0 -1.0 -0.5081761898596446
493:  -1.0 -1.0 -0.275661060904603
494:  -1.0 -1.0 -1.0170566457881964
495:  -1.0 -1.0 -0.9111220054748338
496:  -1.0 -1.0 -0.9926801524878093
497:  -1.0 -1.0 -0.6826721289001335
498:  -1.0 -1.0 -0.9915000515152278
499:  -1.0 -1.0 -0.2849365318043231
500:  1.0 1.0 0.9968528293192206
501:  1.0 1.0 0.9608469989100971
502:  1.0 1.0 1.0166226225855677
503:  1.0 1.0 1.002481667288107
504:  1.0 1.0 0.3846794749989338
505:  1.0 1.0 0.9886131071187519
506:  1.0 1.0 0.9584696607624982
507:  1.0 1.0 0.8346838041395349
508:  1.0 1.0 0.9861837952471808
509:  1.0 1.0 0.8342759654176588
510:  1.0 1.0 0.0037510171393859725
511:  1.0 1.0 0.6537838109589076
512:  1.0 1.0 0.5774757627645696
513:  1.0 1.0 0.9520613355002936
514:  1.0 1.0 0.07540694049910696
515:  1.0 1.0 0.8365712661233429
516:  1.0 1.0 0.7060277488290073
517:  1.0 1.0 0.7895860615008756
518:  1.0 1.0 0.23569895534819293
519:  1.0 1.0 0.7511096880190622
520:  1.0 1.0 0.71368325611785
521:  1.0 1.0 0.974982646890202
522:  1.0 1.0 0.38257317592294265
523:  1.0 1.0 0.9688530240813693
524:  1.0 1.0 0.14672802982237523
525:  1.0 1.0 0.5964058173534937
526:  1.0 1.0 0.3806018177207224
527:  1.0 1.0 0.3877459787273218
528:  1.0 1.0 0.4441996084887917
529:  1.0 1.0 0.8261626643072724
530:  1.0 1.0 0.9127010049752549
531:  1.0 1.0 0.16082824679881683
532:  1.0 1.0 0.6455090130408817
533:  1.0 1.0 0.20966975735467785
534:  1.0 1.0 0.220950770501179
535:  1.0 1.0 0.24075448833740795
536:  1.0 1.0 0.7492831285563349
537:  1.0 1.0 0.2357415169295915
538:  1.0 1.0 0.6736745970510306
539:  1.0 1.0 0.6258146707585229
540:  1.0 1.0 1.0153586854985024
541:  1.0 1.0 0.19505956436711205
542:  1.0 1.0 0.29227630664675497
543:  1.0 1.0 0.4213437243953557
544:  1.0 1.0 0.1540472189363832
545:  1.0 1.0 0.6082496813807899
546:  1.0 1.0 0.22253165295578112
547:  1.0 1.0 0.5272649106247451
548:  1.0 1.0 0.9594000764104842
549:  1.0 1.0 0.03366972036662861
550:  1.0 1.0 0.6152925677255945
551:  1.0 1.0 0.45669049613535334
552:  1.0 1.0 0.6418878121788006
553:  1.0 1.0 0.8735455461267099
554:  1.0 1.0 0.2647318703116326
555:  1.0 1.0 0.101126431828545
556:  1.0 1.0 0.0960647058068577
557:  1.0 1.0 0.7130523451840286
558:  1.0 1.0 0.2632491677317223
559:  1.0 1.0 0.24342897455989226
560:  1.0 1.0 0.7767321321241895
561:  1.0 1.0 0.42897831785518814
562:  1.0 1.0 0.526908547280966
563:  1.0 1.0 0.34826129403923317
564:  1.0 1.0 0.34961639615738316
565:  1.0 1.0 0.2307731396816758
566:  1.0 1.0 0.594267806726929
567:  1.0 1.0 0.1383617069267445
568:  1.0 1.0 0.6135035122796014
569:  1.0 1.0 0.2058183308653453
570:  1.0 1.0 0.8510273188036054
571:  1.0 1.0 0.09101087512937782
572:  1.0 1.0 0.110393886830743
573:  1.0 1.0 0.3183517807795424
574:  1.0 1.0 0.22657231396077362
575:  1.0 1.0 0.5462490115487075
576:  1.0 1.0 0.4353946671993466
577:  1.0 1.0 0.2666602555394029
578:  1.0 1.0 0.692914891410502
579:  1.0 1.0 0.48471021423692845
580:  1.0 1.0 0.11675541442575613
581:  1.0 1.0 0.06672880207037736
582:  1.0 1.0 0.9072276416548791
583:  1.0 1.0 0.5987622331833928
584:  1.0 1.0 0.884004088588763
585:  1.0 1.0 0.5425669239501932
586:  1.0 1.0 0.6512843083366269
587:  1.0 1.0 0.037691045736210335
588:  1.0 1.0 0.05933524828848653
589:  1.0 1.0 0.14548226078366946
590:  1.0 1.0 0.112407212295363
591:  1.0 1.0 0.8765473972251893
592:  1.0 1.0 0.13176732120104853
593:  1.0 1.0 0.13653716159119048
594:  1.0 1.0 0.08919343196530792
595:  1.0 1.0 0.10316180004480112
596:  1.0 1.0 0.23153435084805438
597:  1.0 1.0 0.326559205274848
598:  1.0 1.0 0.5440787964265696
599:  1.0 1.0 0.9268412448375184
600:  1.0 1.0 0.6587534901769533
601:  1.0 1.0 0.6643701358509654
602:  1.0 1.0 0.036920613545148966
603:  1.0 1.0 0.4103468294681372
604:  1.0 1.0 0.35376050144919285
605:  1.0 1.0 0.987493588474326
606:  1.0 1.0 0.6395317323027182
607:  1.0 1.0 0.946657047697137
608:  1.0 1.0 0.14290893342148883
609:  1.0 1.0 0.8246250456309749
610:  1.0 1.0 0.42881347927462593
611:  1.0 1.0 0.7629993037497211
612:  1.0 1.0 0.4113130083191263
613:  1.0 1.0 0.34996173623004545
